FID,CID,Type,POINT_X,POINT_Y
1162, 0, 2, -13183017.0738, 4021610.3739
1163, 0, 1, -13182917.5612, 4020591.48499
1164, 0, 2, -13182888.7498, 4021545.92907
1165, 0, 2, -13182731.3367, 4021820.70695
1166, 0, 2, -13182009.7643, 4021074.54162
1167, 0, 1, -13182479.1263, 4020091.23125
1168, 0, 2, -13181793.6749, 4021170.38848
1169, 0, 1, -13183098.3282, 4020448.03074
1170, 0, 1, -13183099.1732, 4020602.62228
1171, 0, 1, -13182595.3275, 4020240.92591
1172, 0, 2, -13182635.9822, 4021719.20696
1173, 0, 2, -13181761.3174, 4021328.4284
1174, 0, 2, -13183103.161, 4021753.63072
1175, 0, 2, -13182920.7131, 4021810.46968
1176, 0, 1, -13182706.7752, 4020406.54564
1177, 0, 2, -13182648.2187, 4021564.16443
1178, 0, 2, -13181847.9004, 4021123.25976
1179, 0, 2, -13182696.0703, 4021679.44416
1180, 0, 1, -13182485.8644, 4019992.05015
1181, 0, 2, -13181979.0482, 4021180.26155
1182, 0, 2, -13182987.4719, 4021522.55133
1183, 0, 2, -13181764.7422, 4020955.3338
1184, 0, 1, -13182829.2449, 4020524.06138
1185, 0, 2, -13182935.4949, 4021795.24842
1186, 0, 1, -13182406.1736, 4019867.61641
1187, 0, 1, -13182442.1856, 4020105.77171
1188, 0, 2, -13182803.1232, 4021571.04856
1189, 0, 1, -13182946.807, 4020749.64233
1190, 0, 2, -13181908.1459, 4020948.21623
1191, 0, 2, -13181813.1168, 4021100.60064
1192, 0, 1, -13183129.045, 4020556.75558
1193, 0, 2, -13182739.4912, 4021781.38752
1194, 0, 1, -13182806.6402, 4020708.78112
1195, 0, 1, -13182966.2278, 4020683.45205
1196, 0, 2, -13181785.9555, 4021241.18525
1197, 0, 1, -13182935.4339, 4020879.1776
1198, 0, 2, -13182977.6115, 4021567.75678
1199, 0, 2, -13182860.2547, 4021570.07376
1200, 0, 2, -13181835.728, 4021244.11012
1201, 0, 1, -13182390.1022, 4020029.15427
1202, 0, 2, -13182899.8757, 4021669.91095
1203, 0, 2, -13181721.7266, 4021374.2628
1204, 0, 1, -13182372.6591, 4019920.09988
1205, 0, 1, -13183264.8894, 4020622.76043
1206, 0, 1, -13182348.3295, 4020033.83031
1207, 0, 2, -13181909.9077, 4021282.37068
1208, 0, 2, -13181906.254, 4021215.19784
1209, 0, 2, -13182963.6494, 4021636.24892
1210, 0, 2, -13182819.5514, 4021291.21077
1211, 0, 2, -13182788.0074, 4021555.14421
1212, 0, 1, -13183080.2703, 4020755.70696
1213, 0, 1, -13183126.596, 4020767.80217
1214, 0, 2, -13181995.0281, 4021163.63123
1215, 0, 2, -13181828.4924, 4021140.67124
1216, 0, 2, -13182905.2373, 4021519.84983
1217, 0, 1, -13183191.9437, 4020516.84896
1218, 0, 2, -13182789.1497, 4021655.33362
1219, 0, 2, -13181838.8538, 4020860.45789
1220, 0, 2, -13181770.1997, 4021367.45139
1221, 0, 2, -13181651.9817, 4021031.43893
1222, 0, 2, -13181764.3587, 4020933.61134
1223, 0, 2, -13181901.6204, 4020946.12892
1224, 0, 2, -13181805.4626, 4020915.85652
1225, 0, 2, -13181766.4316, 4021095.08653
1226, 0, 2, -13181921.3888, 4021240.58303
1227, 0, 2, -13181847.198, 4021265.85051
1228, 0, 2, -13181709.0159, 4021292.50776
1229, 0, 1, -13183036.661, 4020470.68027
1230, 0, 2, -13181750.0321, 4021296.29445
1231, 0, 2, -13182862.1826, 4021697.80918
1232, 0, 2, -13182995.2534, 4021599.80077
1233, 0, 2, -13183149.6541, 4021591.65127
1234, 0, 2, -13182427.5107, 4021271.16347
1235, 0, 1, -13183163.9648, 4020484.97313
1236, 0, 2, -13183126.835, 4021760.21991
1237, 0, 1, -13182904.4563, 4020646.47839
1238, 0, 2, -13181909.3235, 4021141.81191
1239, 0, 1, -13183068.0075, 4020650.12804
1240, 0, 1, -13183314.631, 4020602.04554
1241, 0, 1, -13183166.4603, 4020574.80239
1242, 0, 2, -13182693.6205, 4021713.58663
1243, 0, 2, -13181828.7622, 4020970.34519
1244, 0, 1, -13182462.6711, 4020096.81364
1245, 0, 2, -13182974.0583, 4021833.98016
1246, 0, 1, -13183037.2505, 4020626.04116
1247, 0, 2, -13181936.0387, 4020844.61281
1248, 0, 2, -13182631.2218, 4021778.04995
1249, 0, 2, -13181866.6962, 4021096.00715
1250, 0, 2, -13181803.0075, 4021297.52675
1251, 0, 1, -13182989.0496, 4020775.5604
1252, 0, 2, -13181881.8666, 4021179.50647
1253, 0, 2, -13182418.0012, 4021258.42837
1254, 0, 1, -13183077.6639, 4020562.9849
1255, 0, 1, -13182927.7161, 4020787.33955
1256, 0, 2, -13181846.204, 4020917.60454
1257, 0, 2, -13182800.0294, 4021536.4294
1258, 0, 2, -13183130.7908, 4021601.68808
1259, 0, 1, -13183005.4023, 4020858.5191
1260, 0, 1, -13183059.72, 4020611.94979
1261, 0, 1, -13183148.3802, 4020741.20588
1262, 0, 1, -13182953.8042, 4020909.02289
1263, 0, 2, -13182900.4695, 4021376.75115
1264, 0, 2, -13181656.9483, 4021314.3241
1265, 0, 1, -13182939.7907, 4020563.62306
1266, 0, 1, -13183082.7309, 4020664.51196
1267, 0, 2, -13181693.5795, 4021320.09956
1268, 0, 2, -13182719.3721, 4021740.21212
1269, 0, 2, -13181723.5776, 4021213.81389
1270, 0, 1, -13182276.6388, 4019856.44549
1271, 0, 1, -13182332.9644, 4020099.50912
1272, 0, 1, -13182923.812, 4020620.06917
1273, 0, 2, -13182806.4215, 4021709.55396
1274, 0, 1, -13183087.8992, 4020787.38629
1275, 0, 2, -13181743.581, 4021056.54406
1276, 0, 1, -13182796.6628, 4020731.80592
1277, 0, 2, -13182370.7612, 4021034.37618
1278, 0, 1, -13183010.8702, 4020870.36641
1279, 0, 1, -13183115.8567, 4020501.30904
1280, 0, 2, -13182945.3446, 4021626.2238
1281, 0, 1, -13182928.8952, 4020769.87965
1282, 0, 1, -13182891.5557, 4020713.63278
1283, 0, 2, -13182723.2033, 4021703.66847
1284, 0, 2, -13183045.6845, 4021658.67817
1285, 0, 2, -13181756.6496, 4020971.93739
1286, 0, 2, -13182828.5144, 4021891.52457
1287, 0, 2, -13181594.4069, 4021151.04258
1288, 0, 2, -13181858.5605, 4021222.68167
1289, 0, 1, -13183012.6419, 4020709.63925
1290, 0, 2, -13182621.8687, 4021640.95425
1291, 0, 1, -13183171.2062, 4020495.11481
1292, 0, 2, -13182841.8183, 4021823.15379
1293, 0, 1, -13182356.5045, 4019895.26225
1294, 0, 2, -13182734.085, 4021863.50528
1295, 0, 2, -13182678.1905, 4021766.22499
1296, 0, 2, -13181770.4862, 4021342.56364
1297, 0, 2, -13181772.0438, 4021313.04434
1298, 0, 2, -13181730.7813, 4021406.81317
1299, 0, 1, -13182168.6409, 4020017.02309
1300, 0, 2, -13181930.9443, 4020963.95668
1301, 0, 2, -13182862.5438, 4021713.27771
1302, 0, 2, -13181638.0709, 4021046.53817
1303, 0, 2, -13183082.1428, 4021554.7197
1304, 0, 1, -13182643.7999, 4020306.4792
1305, 0, 1, -13182899.9062, 4020794.44149
1306, 0, 1, -13182360.9458, 4019848.71726
1307, 0, 1, -13182411.2733, 4020094.01801
1308, 0, 2, -13181834.3526, 4021071.87697
1309, 0, 2, -13182629.046, 4021627.17664
1310, 0, 1, -13182422.4339, 4019949.7483
1311, 0, 1, -13183116.0129, 4020404.37197
1312, 0, 2, -13182779.1206, 4021834.74919
1313, 0, 2, -13182806.0679, 4021545.19891
1314, 0, 2, -13182722.8298, 4021277.88403
1315, 0, 2, -13181646.3224, 4021217.14932
1316, 0, 2, -13181885.4277, 4021238.31848
1317, 0, 2, -13181639.1845, 4021332.81717
1318, 0, 2, -13182917.4594, 4021466.14042
1319, 0, 2, -13181999.146, 4021152.65628
1320, 0, 2, -13181862.1591, 4021035.669
1321, 0, 2, -13181863.7854, 4021356.50239
1322, 0, 2, -13182617.0063, 4021649.96534
1323, 0, 1, -13182358.7316, 4019995.54331
1324, 0, 1, -13183052.6646, 4020759.97495
1325, 0, 1, -13182307.8802, 4019881.84824
1326, 0, 1, -13182424.9064, 4019892.15748
1327, 0, 2, -13182831.4972, 4021525.18736
1328, 0, 2, -13181893.4968, 4021207.19432
1329, 0, 1, -13182411.7649, 4020057.59397
1330, 0, 2, -13182654.0007, 4021663.26168
1331, 0, 2, -13181790.584, 4020965.10708
1332, 0, 1, -13182250.8332, 4019905.81051
1333, 0, 1, -13183172.4726, 4020659.01983
1334, 0, 2, -13181836.2973, 4021123.07426
1335, 0, 2, -13182851.8377, 4021528.37551
1336, 0, 2, -13183018.8202, 4021783.11686
1337, 0, 2, -13183029.5957, 4021678.664
1338, 0, 1, -13183129.7554, 4020399.75834
1339, 0, 1, -13182312.5263, 4020034.41884
1340, 0, 1, -13182290.7997, 4020140.4797
1341, 0, 1, -13182486.206, 4019981.26815
1342, 0, 1, -13182213.5029, 4019965.30114
1343, 0, 1, -13183189.5307, 4020512.53452
1344, 0, 1, -13182321.5883, 4019927.72552
1345, 0, 1, -13182270.2237, 4019935.36373
1346, 0, 2, -13183068.3773, 4021784.81221
1347, 0, 2, -13181905.2567, 4021254.14999
1348, 0, 1, -13183160.8162, 4020466.1395
1349, 0, 2, -13183030.0142, 4021787.27311
1350, 0, 2, -13181910.2498, 4021072.68038
1351, 0, 1, -13183116.7643, 4020467.05347
1352, 0, 1, -13182882.6709, 4020606.86724
1353, 0, 1, -13183051.882, 4020799.84086
1354, 0, 1, -13182929.6967, 4020818.03855
1355, 0, 1, -13183171.6603, 4020613.86035
1356, 0, 2, -13181875.2707, 4020891.26147
1357, 0, 2, -13181791.4991, 4021316.47755
1358, 0, 1, -13182750.4679, 4020440.67567
1359, 0, 1, -13182992.1607, 4020658.75752
1360, 0, 2, -13182824.5815, 4021779.67663
1361, 0, 1, -13182921.9382, 4020812.52598
1362, 0, 1, -13182630.2476, 4020307.68633
1363, 0, 2, -13182909.4048, 4021812.55806
1364, 0, 2, -13181786.5549, 4021273.55694
1365, 0, 2, -13181621.9553, 4021297.78864
1366, 0, 1, -13182265.819, 4019953.69228
1367, 0, 1, -13182495.54, 4019966.25925
1368, 0, 1, -13182266.7178, 4019897.57486
1369, 0, 2, -13183196.0733, 4021671.8548
1370, 0, 2, -13182567.9301, 4021669.28003
1371, 0, 2, -13181676.5539, 4021020.33853
1372, 0, 1, -13182367.2108, 4020152.09204
1373, 0, 2, -13182664.6968, 4021616.89925
1374, 0, 1, -13182341.5484, 4019924.22109
1375, 0, 1, -13183137.8778, 4020597.26434
1376, 0, 2, -13182760.662, 4021584.86024
1377, 0, 1, -13183048.1272, 4020661.24663
1378, 0, 2, -13181726.0046, 4021132.574
1379, 0, 1, -13182315.3872, 4019992.88863
1380, 0, 1, -13182295.3788, 4020027.41415
1381, 0, 2, -13181664.7361, 4021154.14927
1382, 0, 1, -13183290.8262, 4020561.61424
1383, 0, 2, -13182842.0026, 4021555.39438
1384, 0, 2, -13182643.5807, 4021710.99246
1385, 0, 2, -13181677.0872, 4021239.3274
1386, 0, 2, -13182792.6724, 4021820.60782
1387, 0, 1, -13183060.9106, 4020595.37742
1388, 0, 2, -13181875.3564, 4020993.90917
1389, 0, 2, -13182659.5842, 4021827.86759
1390, 0, 2, -13181900.8327, 4021208.5151
1391, 0, 1, -13182206.4996, 4019960.85712
1392, 0, 2, -13182588.2031, 4021662.77557
1393, 0, 2, -13181870.5381, 4020831.20289
1394, 0, 1, -13182844.444, 4020829.20326
1395, 0, 2, -13181955.3146, 4020953.89702
1396, 0, 2, -13181935.7401, 4021030.1383
1397, 0, 1, -13182410.0146, 4020135.00415
1398, 0, 2, -13182782.8848, 4021280.34834
1399, 0, 1, -13182503.7958, 4020012.0588
1400, 0, 2, -13181719.8012, 4021122.39659
1401, 0, 2, -13183097.0349, 4021735.36721
1402, 0, 1, -13182433.0086, 4019940.16894
1403, 0, 2, -13182862.4225, 4021561.48256
1404, 0, 2, -13181974.7571, 4021072.9195
1405, 0, 2, -13183126.1942, 4021633.02046
1406, 0, 1, -13183041.5187, 4020809.0142
1407, 0, 2, -13181862.9847, 4021166.28953
1408, 0, 2, -13182705.6039, 4021671.09816
1409, 0, 1, -13182406.5377, 4019892.33966
1410, 0, 2, -13182774.2552, 4021629.2312
1411, 0, 2, -13181991.0257, 4021106.49017
1412, 0, 2, -13183041.4938, 4021705.83241
1413, 0, 2, -13182974.3518, 4021537.34507
1414, 0, 2, -13182827.7849, 4021689.519
1415, 0, 1, -13183212.1242, 4020674.84612
1416, 0, 2, -13181945.2645, 4021046.88446
1417, 0, 2, -13181836.5878, 4020972.71721
1418, 0, 2, -13182922.2311, 4021790.66017
1419, 0, 2, -13182955.2833, 4021813.62729
1420, 0, 2, -13183052.293, 4021760.08456
1421, 0, 2, -13182783.0768, 4021644.9995
1422, 0, 1, -13182206.2016, 4020034.7409
1423, 0, 2, -13181776.1217, 4021077.3963
1424, 0, 2, -13182623.0639, 4021598.12822
1425, 0, 1, -13183038.1229, 4020785.48237
1426, 0, 1, -13183021.6045, 4020645.66673
1427, 0, 2, -13182869.7377, 4021528.67085
1428, 0, 2, -13181841.5393, 4021084.22608
1429, 0, 1, -13183104.7736, 4020693.29323
1430, 0, 2, -13181720.3628, 4021331.06603
1431, 0, 2, -13181789.0372, 4020870.00037
1432, 0, 1, -13182926.471, 4020763.22157
1433, 0, 2, -13183056.668, 4021573.50779
1434, 0, 1, -13183098.09, 4020566.12935
1435, 0, 1, -13182206.8296, 4019936.16176
1436, 0, 1, -13182233.7563, 4019981.28836
1437, 0, 2, -13183005.2284, 4021666.73875
1438, 0, 2, -13182760.5754, 4021879.79224
1439, 0, 2, -13183027.2502, 4021669.33073
1440, 0, 2, -13181643.4804, 4021139.58325
1441, 0, 2, -13183146.187, 4021774.41594
1442, 0, 1, -13182897.5108, 4020607.0564
1443, 0, 2, -13182598.8128, 4021763.38628
1444, 0, 2, -13181677.2417, 4021095.77417
1445, 0, 2, -13183107.8371, 4021795.70317
1446, 0, 2, -13183071.0778, 4021753.76687
1447, 0, 1, -13182381.1603, 4020126.4583
1448, 0, 1, -13182236.6116, 4020044.89211
1449, 0, 2, -13181680.0442, 4021079.85776
1450, 0, 2, -13181966.5328, 4021008.53584
1451, 0, 2, -13181902.0541, 4020931.80551
1452, 0, 1, -13182989.8097, 4020564.92605
1453, 0, 1, -13183222.5301, 4020573.33342
1454, 0, 2, -13181836.9466, 4021145.05584
1455, 0, 2, -13182592.4035, 4021731.50762
1456, 0, 2, -13181863.1248, 4021327.68273
1457, 0, 1, -13182615.1857, 4020300.6822
1458, 0, 2, -13181788.7553, 4021246.69924
1459, 0, 2, -13181814.2673, 4021324.37795
1460, 0, 1, -13183100.7799, 4020760.8944
1461, 0, 2, -13181756.4313, 4020933.8298
1462, 0, 2, -13182900.2857, 4021644.71175
1463, 0, 1, -13182502.781, 4019961.61207
1464, 0, 1, -13182997.1504, 4020785.85505
1465, 0, 2, -13182811.3045, 4021825.92867
1466, 0, 1, -13182591.1782, 4020226.3474
1467, 0, 1, -13183116.9974, 4020508.92493
1468, 0, 2, -13183015.1497, 4021592.97962
1469, 0, 1, -13182982.0702, 4020661.96492
1470, 0, 2, -13183040.3593, 4021738.56748
1471, 0, 2, -13182634.8348, 4021816.04019
1472, 0, 2, -13181771.5076, 4021116.14452
1473, 0, 2, -13181977.3495, 4021188.29832
1474, 0, 2, -13182878.5136, 4021653.93685
1475, 0, 2, -13182708.566, 4021751.31601
1476, 0, 2, -13183177.1764, 4021745.7006
1477, 0, 1, -13182613.8153, 4020299.25126
1478, 0, 2, -13181879.8172, 4021106.31852
1479, 0, 1, -13183107.4923, 4020716.30335
1480, 0, 1, -13182321.9457, 4019878.09826
1481, 0, 1, -13182848.4096, 4020695.09247
1482, 0, 2, -13182718.4255, 4021730.87492
1483, 0, 2, -13182898.0635, 4021553.35069
1484, 0, 1, -13182407.1952, 4019958.02789
1485, 0, 2, -13181749.4918, 4021157.53101
1486, 0, 2, -13182420.1982, 4021328.05233
1487, 0, 2, -13181596.4201, 4021278.16238
1488, 0, 2, -13183197.6127, 4021740.73763
1489, 0, 1, -13182308.5999, 4020111.75247
1490, 0, 1, -13182499.6948, 4020061.15969
1491, 0, 2, -13181842.03, 4020916.01189
1492, 0, 1, -13182374.1983, 4020088.99114
1493, 0, 2, -13181891.1801, 4021005.3897
1494, 0, 2, -13182922.9653, 4021840.96274
1495, 0, 2, -13181870.8864, 4021272.76116
1496, 0, 2, -13182812.5257, 4021806.043
1497, 0, 2, -13182573.2839, 4021681.01691
1498, 0, 2, -13181756.8249, 4021223.87033
1499, 0, 1, -13182721.2049, 4020380.41245
1500, 0, 1, -13183000.1815, 4020718.26257
1501, 0, 2, -13182827.3137, 4021840.21514
1502, 0, 1, -13182361.7329, 4019887.58512
1503, 0, 2, -13182818.0672, 4021578.99154
1504, 0, 1, -13182197.0847, 4020025.79698
1505, 0, 2, -13181829.635, 4020895.82133
1506, 0, 2, -13181916.958, 4021247.2329
1507, 0, 2, -13181602.9604, 4021363.11474
1508, 0, 2, -13182932.074, 4021549.96162
1509, 0, 2, -13182641.5377, 4021610.67169
1510, 0, 2, -13181661.2424, 4021406.68893
1511, 0, 1, -13183298.6516, 4020572.42909
1512, 0, 2, -13183103.6397, 4021605.39294
1513, 0, 2, -13181661.0024, 4021008.04357
1514, 0, 1, -13182376.4336, 4019963.18754
1515, 0, 1, -13182440.4184, 4020027.07713
1516, 0, 2, -13181929.6806, 4021092.62619
1517, 0, 1, -13182860.5607, 4020636.8637
1518, 0, 1, -13182439.0637, 4020042.8339
1519, 0, 2, -13182759.1126, 4021595.50381
1520, 0, 1, -13182323.6949, 4019961.37505
1521, 0, 2, -13183091.8906, 4021799.32486
1522, 0, 1, -13182349.4716, 4019976.20175
1523, 0, 1, -13183255.8526, 4020541.53067
1524, 0, 1, -13182924.786, 4020894.3499
1525, 0, 2, -13181986.6385, 4021088.82082
1526, 0, 1, -13183208.4456, 4020477.20722
1527, 0, 2, -13183021.2595, 4021635.51351
1528, 0, 1, -13182287.7027, 4020144.40157
1529, 0, 2, -13182611.0064, 4021331.42073
1530, 0, 2, -13182734.5088, 4021753.07981
1531, 0, 2, -13182685.7152, 4021293.97152
1532, 0, 1, -13182869.4639, 4020765.75641
1533, 0, 2, -13181672.4607, 4021244.81361
1534, 0, 1, -13182801.1383, 4020506.82632
1535, 0, 2, -13182334.2086, 4021026.6216
1536, 0, 1, -13182244.7475, 4020041.60246
1537, 0, 1, -13183213.3913, 4020570.08422
1538, 0, 1, -13183172.3086, 4020565.54438
1539, 0, 2, -13181849.1286, 4021356.18478
1540, 0, 2, -13182635.881, 4021696.83833
1541, 0, 2, -13181731.6342, 4021089.94842
1542, 0, 2, -13183137.1249, 4021658.04985
1543, 0, 2, -13182865.9926, 4021780.38079
1544, 0, 2, -13182795.9337, 4021604.78538
1545, 0, 2, -13181802.5567, 4021068.42947
1546, 0, 2, -13181887.2543, 4020856.40624
1547, 0, 2, -13182882.8005, 4021848.46673
1548, 0, 1, -13182284.0653, 4020078.70634
1549, 0, 1, -13182393.81, 4020087.57789
1550, 0, 2, -13182585.4864, 4021695.19954
1551, 0, 2, -13181939.3626, 4021152.65981
1552, 0, 2, -13181736.2924, 4021074.54794
1553, 0, 1, -13182485.9951, 4020015.28418
1554, 0, 1, -13182415.7452, 4019915.7699
1555, 0, 1, -13182380.5931, 4019943.78125
1556, 0, 2, -13181708.3308, 4021411.1766
1557, 0, 2, -13182686.8479, 4021715.68476
1558, 0, 2, -13181831.7202, 4021144.95007
1559, 0, 2, -13181928.3162, 4020887.61606
1560, 0, 2, -13182599.2489, 4021673.67612
1561, 0, 2, -13181797.9288, 4021244.20337
1562, 0, 2, -13183026.6946, 4021672.97659
1563, 0, 1, -13182926.2322, 4020907.11473
1564, 0, 2, -13182927.985, 4021646.65669
1565, 0, 2, -13181930.9607, 4021062.47252
1566, 0, 1, -13183251.0201, 4020511.01238
1567, 0, 2, -13182744.0302, 4021815.47683
1568, 0, 2, -13181721.5607, 4021306.89909
1569, 0, 2, -13181854.169, 4021232.8828
1570, 0, 1, -13182359.3985, 4020090.54051
1571, 0, 2, -13182819.3831, 4021682.02134
1572, 0, 2, -13181659.8657, 4021257.60695
1573, 0, 2, -13181814.7565, 4021101.71144
1574, 0, 1, -13183074.5083, 4020603.29234
1575, 0, 2, -13182594.7074, 4021774.69382
1576, 0, 1, -13182957.5271, 4020609.58601
1577, 0, 2, -13181943.8983, 4021056.93226
1578, 0, 1, -13182975.577, 4020530.671
1579, 0, 2, -13182530.9654, 4021378.8446
1580, 0, 1, -13182230.4193, 4019940.49608
1581, 0, 2, -13182862.4539, 4021659.43441
1582, 0, 2, -13182018.6781, 4021144.34821
1583, 0, 2, -13183098.0992, 4021780.99373
1584, 0, 2, -13182629.9894, 4021323.54574
1585, 0, 1, -13183174.9401, 4020614.14579
1586, 0, 1, -13182931.8973, 4020883.10491
1587, 0, 2, -13183003.4155, 4021579.29998
1588, 0, 2, -13181875.8459, 4021302.32344
1589, 0, 1, -13182276.9202, 4019936.95252
1590, 0, 2, -13182966.7062, 4021585.77574
1591, 0, 2, -13181721.0479, 4021356.40779
1592, 0, 2, -13182634.9016, 4021315.14257
1593, 0, 2, -13182756.4892, 4021535.40177
1594, 0, 2, -13181716.1978, 4021184.14354
1595, 0, 2, -13182979.6267, 4021670.1261
1596, 0, 2, -13183025.8926, 4021601.7915
1597, 0, 2, -13182607.981, 4021768.52177
1598, 0, 2, -13182808.0755, 4021770.10241
1599, 0, 2, -13181748.7651, 4021427.57005
1600, 0, 2, -13183166.147, 4021654.67345
1601, 0, 1, -13182211.7247, 4019955.73797
1602, 0, 1, -13182343.6326, 4020036.51754
1603, 0, 2, -13183068.7424, 4021795.20313
1604, 0, 1, -13182269.0537, 4020123.81251
1605, 0, 1, -13182999.7144, 4020780.2044
1606, 0, 1, -13182336.7428, 4019994.28329
1607, 0, 2, -13182757.7425, 4021560.86733
1608, 0, 1, -13182847.6324, 4020815.11163
1609, 0, 2, -13182876.3435, 4021365.21237
1610, 0, 1, -13183003.9677, 4020567.93777
1611, 0, 2, -13182850.778, 4021653.54863
1612, 0, 2, -13181972.6753, 4021142.00805
1613, 0, 2, -13181652.1274, 4021099.54852
1614, 0, 1, -13183064.0526, 4020551.63284
1615, 0, 2, -13181804.7748, 4021131.02974
1616, 0, 1, -13182935.115, 4020767.2179
1617, 0, 2, -13181998.8178, 4021066.11697
1618, 0, 1, -13182881.1848, 4020751.23222
1619, 0, 1, -13182980.3636, 4020554.44772
1620, 0, 2, -13182889.0408, 4021758.5409
1621, 0, 1, -13182846.426, 4020710.56085
1622, 0, 1, -13182499.4613, 4020008.16368
1623, 0, 1, -13183186.9478, 4020593.97661
1624, 0, 2, -13182208.0403, 4021081.04683
1625, 0, 2, -13182626.4848, 4021702.87987
1626, 0, 1, -13183025.581, 4020536.48105
1627, 0, 2, -13182874.2379, 4021525.29167
1628, 0, 2, -13182820.8314, 4021297.02456
1629, 0, 2, -13181837.037, 4021135.37849
1630, 0, 2, -13181767.2501, 4021126.3384
1631, 0, 1, -13183088.2742, 4020435.3313
1632, 0, 2, -13182713.6447, 4021844.2324
1633, 0, 1, -13183180.6058, 4020429.28768
1634, 0, 2, -13182944.383, 4021677.32652
1635, 0, 2, -13181713.9388, 4021018.85123
1636, 0, 2, -13181950.2165, 4021078.51267
1637, 0, 1, -13182663.8765, 4020359.11552
1638, 0, 2, -13182893.195, 4021660.17719
1639, 0, 2, -13182412.7731, 4021259.43669
1640, 0, 2, -13181947.8487, 4021003.54974
1641, 0, 2, -13183046.3831, 4021588.77688
1642, 0, 2, -13181897.3865, 4021128.61302
1643, 0, 2, -13183015.7942, 4021643.99154
1644, 0, 2, -13181994.037, 4020998.38902
1645, 0, 1, -13182420.3872, 4020027.33964
1646, 0, 2, -13181729.2769, 4021198.49902
1647, 0, 2, -13182872.5858, 4021336.50367
1648, 0, 2, -13182635.1738, 4021771.3783
1649, 0, 2, -13183166.9001, 4021619.09186
1650, 0, 1, -13182844.299, 4020690.49501
1651, 0, 2, -13183189.0693, 4021756.28221
1652, 0, 1, -13182959.3129, 4020836.59303
1653, 0, 2, -13182111.8655, 4021139.74759
1654, 0, 1, -13182249.4805, 4020103.95663
1655, 0, 1, -13182855.3252, 4020802.85709
1656, 0, 2, -13182973.3738, 4021615.97254
1657, 0, 2, -13182753.6033, 4021810.34967
1658, 0, 2, -13181851.6847, 4020906.23353
1659, 0, 1, -13183296.808, 4020615.21318
1660, 0, 2, -13181967.4148, 4021213.59656
1661, 0, 2, -13183078.1533, 4021624.38507
1662, 0, 1, -13182413.1496, 4020159.77727
1663, 0, 2, -13182847.0986, 4021856.44711
1664, 0, 2, -13181845.8849, 4021301.50569
1665, 0, 2, -13181781.419, 4021353.59063
1666, 0, 2, -13182632.6849, 4021752.00051
1667, 0, 2, -13181859.261, 4021360.80035
1668, 0, 2, -13182837.646, 4021698.46832
1669, 0, 2, -13181898.2, 4020912.57732
1670, 0, 1, -13182368.5546, 4020041.32558
1671, 0, 2, -13182638.9925, 4021650.52259
1672, 0, 1, -13182941.8295, 4020712.89667
1673, 0, 2, -13181775.8045, 4021054.67209
1674, 0, 2, -13181962.547, 4020969.96111
1675, 0, 1, -13182221.5033, 4020015.533
1676, 0, 2, -13182819.9589, 4021826.2726
1677, 0, 2, -13182755.5964, 4021563.24498
1678, 0, 2, -13183004.7061, 4021609.85934
1679, 0, 1, -13182410.0451, 4019891.78575
1680, 0, 2, -13181686.592, 4021024.00762
1681, 0, 1, -13183095.0273, 4020442.99484
1682, 0, 2, -13181821.0734, 4021234.54551
1683, 0, 1, -13183051.8452, 4020752.67023
1684, 0, 2, -13181938.829, 4021005.2786
1685, 0, 2, -13181954.7829, 4020882.56673
1686, 0, 2, -13181929.5744, 4020939.77062
1687, 0, 2, -13182926.8663, 4021876.95118
1688, 0, 2, -13181820.1044, 4021138.16512
1689, 0, 2, -13183026.5581, 4021641.76958
1690, 0, 1, -13182295.6955, 4019865.81902
1691, 0, 2, -13181856.9357, 4020897.20039
1692, 0, 1, -13182316.6382, 4019899.29316
1693, 0, 1, -13182498.2333, 4020132.44781
1694, 0, 2, -13182990.4452, 4021799.73182
1695, 0, 2, -13181709.1028, 4020976.15246
1696, 0, 1, -13182993.8821, 4020762.62635
1697, 0, 2, -13182854.6652, 4021847.74589
1698, 0, 1, -13183250.3542, 4020561.25675
1699, 0, 2, -13182414.224, 4021204.7147
1700, 0, 1, -13183055.5548, 4020706.1724
1701, 0, 2, -13181645.7749, 4021013.31056
1702, 0, 1, -13182854.7426, 4020638.59066
1703, 0, 2, -13181660.8193, 4021418.72399
1704, 0, 1, -13182633.1229, 4020311.09729
1705, 0, 2, -13181888.4812, 4021232.42117
1706, 0, 2, -13182000.1098, 4021109.10195
1707, 0, 2, -13183081.4508, 4021567.22388
1708, 0, 1, -13182968.9977, 4020559.39833
1709, 0, 1, -13182276.4654, 4020095.50238
1710, 0, 1, -13182438.1233, 4019900.70761
1711, 0, 2, -13181614.4885, 4021291.20512
1712, 0, 1, -13183100.0347, 4020603.29951
1713, 0, 1, -13182520.1025, 4020177.84145
1714, 0, 1, -13182437.8752, 4019966.87281
1715, 0, 2, -13182959.9788, 4021580.70102
1716, 0, 1, -13182437.563, 4019937.90383
1717, 0, 2, -13181661.6489, 4021034.3952
1718, 0, 1, -13182915.2587, 4020873.70665
1719, 0, 2, -13182655.7662, 4021817.7801
1720, 0, 1, -13182946.8069, 4020747.59402
1721, 0, 1, -13182453.5388, 4020103.70052
1722, 0, 1, -13182323.8537, 4019876.46777
